"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","search_term"
"x2300365220","x1466232139163316229",2021-12-02 02:25:57,"LoliThighGap","i need to lose weight, cosplay not fitting is a wake up call i hope. its really annoying me, bleghhhhhhhhhhh, no more soda, chips or takeout on weekdays, ill at least do that i hope https://t.co/bnPmpuISAB","Twitter Web App",181,,,,FALSE,FALSE,1,0,,,,,,,,"http://pbs.twimg.com/tweet_video_thumb/FFkaW0-XMAA8PSF.jpg","https://t.co/bnPmpuISAB","https://twitter.com/LoliThighGap/status/1466232139163316229/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/FFkaW0-XMAA8PSF.jpg","https://t.co/bnPmpuISAB","https://twitter.com/LoliThighGap/status/1466232139163316229/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LoliThighGap/status/1466232139163316229","Rabbit","Texas, USA","EGIRL-ish - CROSSPLAYER - LOLI ENTHUSIEST - Stream & Snipe for @Absit_Invidia","https://t.co/HP7rF1qXcA",FALSE,1997,926,19,35978,25574,2014-01-19 21:38:32,FALSE,"https://t.co/HP7rF1qXcA","http://twitch.tv/GothNekoBunny",,"https://pbs.twimg.com/profile_banners/2300365220/1637019103","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1387192608246620162/EYYrtml7_normal.jpg",,,"soda"
"x14239041","x1466231874817179652",2021-12-02 02:24:54,"jyuichi","@Amoirsp I did check, it’s full price … $7 soda, $9 popcorn","Twitter for iPhone",50,"x1466231411182952450","x258244133","Amoirsp",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x258244133","Amoirsp","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jyuichi/status/1466231874817179652","\{jyuichi}","San Diego, CA","Cranky eroge-loving fountain pen collector and childfree cat lady. She/her/hers 日本語OK 🏳️‍🌈",,FALSE,781,654,46,40846,1387,2008-03-27 21:47:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/14239041/1612557145","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1365693740761812993/sBhy6SI5_normal.jpg",,,"soda"
"x4744500612","x1466231827576893442",2021-12-02 02:24:43,"Emo_supremo","@deviIslovechild Nah one dude asked for an orange soda the other wanted a coke","Twitter for iPhone",61,"x1466196225976381449","x1439700128676278272","deviIslovechild",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1439700128676278272","deviIslovechild","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Emo_supremo/status/1466231827576893442","🤡","San Antonio, TX","Blaize they/them 🖤 @anarchyxtx","https://t.co/j8QHVh0uh3",FALSE,1380,1369,7,74676,186092,2016-01-11 19:08:00,FALSE,"https://t.co/j8QHVh0uh3","https://www.plannedparenthood.org/get-involved/other-ways-give",,"https://pbs.twimg.com/profile_banners/4744500612/1572317325",,"http://pbs.twimg.com/profile_images/1458810761736822787/XQcnRvYt_normal.jpg",,,"soda"
"x1302300463602302976","x1466231728360636417",2021-12-02 02:24:19,"psychh0e","I always shake my soda and seltzer bottles to make them less carbonated","Twitter for iPhone",71,"x1466231435694649346","x1302300463602302976","psychh0e",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/psychh0e/status/1466231728360636417","E","Long Island, New York","many know me as emfar. 23. she/her.","https://t.co/X7KO0zr9tk",FALSE,249,411,0,28060,95590,2020-09-05 17:40:13,FALSE,"https://t.co/X7KO0zr9tk","http://instagram.com/em_far_/",,"https://pbs.twimg.com/profile_banners/1302300463602302976/1637617204",,"http://pbs.twimg.com/profile_images/1448733638368104448/3MsLUQvI_normal.jpg",,,"soda"
"x50893647","x1466231528426401805",2021-12-02 02:23:32,"miiirandamarie","A man just complimented my ability to fill my cup very precisely up to the top top at the soda fountain in Panera. Best compliment I’ve ever gotten. Finally my efforts are recognized","Twitter for iPhone",182,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/df4875cc2df893ed.json","Bellevue","Bellevue, WA","city","United States","US","NA NA","NA NA","-122.2232093 -122.076327 -122.076327 -122.2232093 47.5349648 47.5349648 47.660748 47.660748","https://twitter.com/miiirandamarie/status/1466231528426401805","lil bamboo⁷","Bellevue, WA","martian, unaccountability coach, certified deathnote connoisseur",,FALSE,238,256,9,11066,1959,2009-06-26 02:55:46,FALSE,,,,"https://pbs.twimg.com/profile_banners/50893647/1566268560","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1455441192657686528/4WRc6H5S_normal.jpg",47.5978564,-122.14976815,"soda"
"x722143850656112640","x1466231320581914632",2021-12-02 02:22:42,"Lillbirb","@Qwerty_Soda Local person reigning havoc to all oc's this december, how will it end? Find out on the next day of christmas month","Twitter Web App",115,"x1466230469801005065","x3428556453","Qwerty_Soda",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x3428556453","Qwerty_Soda","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Lillbirb/status/1466231320581914632","PooterStapot","Sweden","MALE | 19 | I enjoy goth girls.
▶ Currently working on
FNF: Immunus Showdown (Mod)

@Saruky__❤️✨✨

▶ Links
https://t.co/sXKIj0WM03","https://t.co/d309JSHSk9",FALSE,2627,1122,11,5419,106057,2016-04-18 19:24:45,FALSE,"https://t.co/d309JSHSk9","http://youtube.com/c/PooterStapot",,"https://pbs.twimg.com/profile_banners/722143850656112640/1626126704",,"http://pbs.twimg.com/profile_images/1460441634919915523/pvEbJ2yp_normal.jpg",,,"soda"
"x3041201715","x1466231317788565506",2021-12-02 02:22:42,"_indy19_","Why does buying a bottle of water cost more than juice or a soda at a gas station 😕","Twitter for iPhone",83,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_indy19_/status/1466231317788565506","INDIGØ⚡️","Louisville, KY","(Bi)🌈 taste the INDIGO at the end of the rainbow I’m sweet 😋💦","https://t.co/WDhbNhvdGK",FALSE,256,378,0,3862,8742,2015-02-16 18:53:01,FALSE,"https://t.co/WDhbNhvdGK","https://cash.app/$IndigoSerikali",,"https://pbs.twimg.com/profile_banners/3041201715/1630207095","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1464285163895115779/FsyRgZKy_normal.jpg",,,"soda"
"x2737901203","x1466230913323393026",2021-12-02 02:21:05,"Cyb3rB0r6","Stop drinking formaldehyde in your diet drinks. Either drink regular soda or no soda at all.
https://t.co/wcb6Egr86K","Twitter Web App",116,,,,FALSE,FALSE,0,0,,,,,"runtastic.com/blog/en/diet-s…","https://t.co/wcb6Egr86K","https://www.runtastic.com/blog/en/diet-soda-vs-regular-soda/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Cyb3rB0r6/status/1466230913323393026","Kiki #Biden/Harris2024","Wisconsin","Democrat. Disabled. Blonde, Lyme's Dis., Arthritis, Feminist, BLM, Infosec, Missing/Unsolved, Meteorology, Gun Control, Music, Law, Nature, Science. No DMs",,FALSE,1916,2138,5,289575,148167,2014-08-16 18:52:21,FALSE,,,,"https://pbs.twimg.com/profile_banners/2737901203/1635043465","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1452104435195338754/j5PWJvwZ_normal.jpg",,,"soda"
"x1429922313118568450","x1466229663328526345",2021-12-02 02:16:07,"socksy_says","@JakeTheHumanity soda gang 🤝","Twitter for iPhone",11,"x1466179935387619328","x2459373438","JakeTheHumanity",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x2459373438","JakeTheHumanity","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/socksy_says/status/1466229663328526345","socksy.eth","United States","alexa buy more NFTs - MAYC #3913",,FALSE,1374,1164,5,849,2694,2021-08-23 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1429922313118568450/1638203313",,"http://pbs.twimg.com/profile_images/1465702732262608900/7vmfT1K-_normal.jpg",,,"soda"
"x1429922313118568450","x1466228990339911682",2021-12-02 02:13:27,"socksy_says","@marcocholopolo7 soda friend 🥤","Twitter for iPhone",13,"x1466147450016645123","x2914302720","marcocholopolo7",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x2914302720","marcocholopolo7","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/socksy_says/status/1466228990339911682","socksy.eth","United States","alexa buy more NFTs - MAYC #3913",,FALSE,1374,1164,5,849,2694,2021-08-23 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1429922313118568450/1638203313",,"http://pbs.twimg.com/profile_images/1465702732262608900/7vmfT1K-_normal.jpg",,,"soda"
"x1429922313118568450","x1466227306540769284",2021-12-02 02:06:45,"socksy_says","@longa_eth and a clean soda at that 👀","Twitter for iPhone",26,"x1466183454262009857","x1456737461648953354","longa_eth",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1456737461648953354","longa_eth","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/socksy_says/status/1466227306540769284","socksy.eth","United States","alexa buy more NFTs - MAYC #3913",,FALSE,1374,1164,5,849,2694,2021-08-23 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1429922313118568450/1638203313",,"http://pbs.twimg.com/profile_images/1465702732262608900/7vmfT1K-_normal.jpg",,,"soda"
"x1429922313118568450","x1465853721422802949",2021-12-01 01:22:16,"socksy_says","@PamyPamyT @Rot10Plays @DerivativeApes Nice soda! https://t.co/9yt4ZqIzqT","Twitter for iPhone",10,"x1465825883814449154","x3243140214","PamyPamyT",FALSE,FALSE,1,0,,,,,,,,"http://pbs.twimg.com/media/FFfCMNdXsAcTQpS.jpg","https://t.co/9yt4ZqIzqT","https://twitter.com/socksy_says/status/1465853721422802949/photo/1","photo","http://pbs.twimg.com/media/FFfCMNdXsAcTQpS.jpg","https://t.co/9yt4ZqIzqT","https://twitter.com/socksy_says/status/1465853721422802949/photo/1",,"x3243140214 x37737300 x1455846913954258945","PamyPamyT Rot10Plays DerivativeApes","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/socksy_says/status/1465853721422802949","socksy.eth","United States","alexa buy more NFTs - MAYC #3913",,FALSE,1374,1164,5,849,2694,2021-08-23 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1429922313118568450/1638203313",,"http://pbs.twimg.com/profile_images/1465702732262608900/7vmfT1K-_normal.jpg",,,"soda"
"x1429922313118568450","x1466230689578246148",2021-12-02 02:20:12,"socksy_says","@KDino1313 soda friend of soda 🤝","Twitter for iPhone",21,"x1466198912360980486","x1211985881990492161","KDino1313",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1211985881990492161","KDino1313","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/socksy_says/status/1466230689578246148","socksy.eth","United States","alexa buy more NFTs - MAYC #3913",,FALSE,1374,1164,5,849,2694,2021-08-23 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1429922313118568450/1638203313",,"http://pbs.twimg.com/profile_images/1465702732262608900/7vmfT1K-_normal.jpg",,,"soda"
"x1429922313118568450","x1466229215129387008",2021-12-02 02:14:20,"socksy_says","@CaptainJuice1 soda gang 🤝","Twitter for iPhone",11,"x1466135874538774551","x373602729","CaptainJuice1",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x373602729","CaptainJuice1","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/socksy_says/status/1466229215129387008","socksy.eth","United States","alexa buy more NFTs - MAYC #3913",,FALSE,1374,1164,5,849,2694,2021-08-23 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1429922313118568450/1638203313",,"http://pbs.twimg.com/profile_images/1465702732262608900/7vmfT1K-_normal.jpg",,,"soda"
"x1429922313118568450","x1466227690130874369",2021-12-02 02:08:17,"socksy_says","@CryptoMob5000 🤝 soda friend","Twitter for iPhone",13,"x1466182524082671616","x1436329693808971780","CryptoMob5000",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1436329693808971780","CryptoMob5000","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/socksy_says/status/1466227690130874369","socksy.eth","United States","alexa buy more NFTs - MAYC #3913",,FALSE,1374,1164,5,849,2694,2021-08-23 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1429922313118568450/1638203313",,"http://pbs.twimg.com/profile_images/1465702732262608900/7vmfT1K-_normal.jpg",,,"soda"
"x1429922313118568450","x1465885265105502214",2021-12-01 03:27:36,"socksy_says","@DerivativeApes does soda follow soda? Heard they do 👀 https://t.co/SceaEhdosK","Twitter for iPhone",38,"x1465356047749730304","x1455846913954258945","DerivativeApes",FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/media/FFfe4U_WUAQ7bTp.jpg","https://t.co/SceaEhdosK","https://twitter.com/socksy_says/status/1465885265105502214/photo/1","photo","http://pbs.twimg.com/media/FFfe4U_WUAQ7bTp.jpg","https://t.co/SceaEhdosK","https://twitter.com/socksy_says/status/1465885265105502214/photo/1",,"x1455846913954258945","DerivativeApes","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/socksy_says/status/1465885265105502214","socksy.eth","United States","alexa buy more NFTs - MAYC #3913",,FALSE,1374,1164,5,849,2694,2021-08-23 21:44:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/1429922313118568450/1638203313",,"http://pbs.twimg.com/profile_images/1465702732262608900/7vmfT1K-_normal.jpg",,,"soda"
